2022-05-18 17:19:49 [INFO] Starting minecraft server version Beta 1.7.6.2_01
2022-05-18 17:19:49 [INFO] Loading properties
2022-05-18 17:19:49 [WARNING] server.properties does not exist
2022-05-18 17:21:11 [INFO] Preparing spawn area: 36%
2022-05-18 17:21:13 [INFO] Preparing spawn area: 40%
2022-05-18 17:21:14 [INFO] Preparing spawn area: 40%
2022-05-18 17:21:15 [INFO] Preparing spawn area: 40%
2022-05-18 17:21:16 [INFO] Preparing spawn area: 44%
2022-05-18 17:21:18 [INFO] Preparing spawn area: 44%
2022-05-18 17:21:19 [INFO] Preparing spawn area: 44%
2022-05-18 17:21:20 [INFO] Preparing spawn area: 48%
2022-05-18 17:21:21 [INFO] Preparing spawn area: 52%
2022-05-18 17:21:22 [INFO] Preparing spawn area: 52%
2022-05-18 17:21:23 [INFO] Preparing spawn area: 56%
2022-05-18 17:21:25 [INFO] Preparing spawn area: 57%
2022-05-18 17:21:26 [INFO] Preparing spawn area: 61%
2022-05-18 17:21:28 [INFO] Preparing spawn area: 61%
2022-05-18 17:21:30 [INFO] Preparing spawn area: 61%
2022-05-18 17:21:31 [INFO] Preparing spawn area: 65%
2022-05-18 17:21:32 [INFO] Preparing spawn area: 65%
2022-05-18 17:21:33 [INFO] Preparing spawn area: 69%
2022-05-18 17:21:34 [INFO] Preparing spawn area: 69%
2022-05-18 17:21:36 [INFO] Preparing spawn area: 69%
2022-05-18 17:21:37 [INFO] Preparing spawn area: 73%
2022-05-18 17:21:39 [INFO] Preparing spawn area: 73%
2022-05-18 17:21:41 [INFO] Preparing spawn area: 73%
2022-05-18 17:21:42 [INFO] Preparing spawn area: 73%
2022-05-18 17:21:45 [INFO] Preparing spawn area: 77%
2022-05-18 17:21:46 [INFO] Preparing spawn area: 77%
2022-05-18 17:21:47 [INFO] Preparing spawn area: 77%
2022-05-18 17:21:48 [INFO] Preparing spawn area: 81%
2022-05-18 17:21:50 [INFO] Preparing spawn area: 81%
2022-05-18 17:21:52 [INFO] Preparing spawn area: 81%
2022-05-18 17:21:53 [INFO] Preparing spawn area: 85%
2022-05-18 17:21:54 [INFO] Preparing spawn area: 85%
2022-05-18 17:21:55 [INFO] Preparing spawn area: 85%
2022-05-18 17:21:57 [INFO] Preparing spawn area: 89%
2022-05-18 17:21:59 [INFO] Preparing spawn area: 89%
2022-05-18 17:22:00 [INFO] Preparing spawn area: 89%
2022-05-18 17:22:02 [INFO] Preparing spawn area: 93%
2022-05-18 17:22:04 [INFO] Preparing spawn area: 93%
2022-05-18 17:22:05 [INFO] Preparing spawn area: 93%
2022-05-18 17:22:07 [INFO] Preparing spawn area: 93%
2022-05-18 17:22:08 [INFO] Preparing spawn area: 97%
2022-05-18 17:22:09 [INFO] Preparing spawn area: 97%
2022-05-18 17:22:10 [INFO] Preparing spawn area: 97%
2022-05-18 17:22:10 [INFO] Preparing start region for level 2
2022-05-18 17:22:14 [INFO] Preparing spawn area: 0%
2022-05-18 17:22:15 [INFO] Preparing spawn area: 4%
2022-05-18 17:22:16 [INFO] Preparing spawn area: 8%
2022-05-18 17:22:17 [INFO] Preparing spawn area: 8%
2022-05-18 17:22:18 [INFO] Preparing spawn area: 8%
2022-05-18 17:22:19 [INFO] Preparing spawn area: 12%
2022-05-18 17:22:20 [INFO] Preparing spawn area: 16%
2022-05-18 17:22:22 [INFO] Preparing spawn area: 16%
2022-05-18 17:22:23 [INFO] Preparing spawn area: 20%
2022-05-18 17:22:24 [INFO] Preparing spawn area: 20%
2022-05-18 17:22:25 [INFO] Preparing spawn area: 28%
2022-05-18 17:22:26 [INFO] Preparing spawn area: 28%
2022-05-18 17:22:27 [INFO] Preparing spawn area: 32%
2022-05-18 17:22:29 [INFO] Preparing spawn area: 32%
2022-05-18 17:22:30 [INFO] Preparing spawn area: 36%
2022-05-18 17:22:32 [INFO] Preparing spawn area: 40%
2022-05-18 17:22:33 [INFO] Preparing spawn area: 40%
2022-05-18 17:22:34 [INFO] Preparing spawn area: 40%
2022-05-18 17:22:36 [INFO] Preparing spawn area: 44%
2022-05-18 17:22:37 [INFO] Preparing spawn area: 48%
2022-05-18 17:22:38 [INFO] Preparing spawn area: 48%
2022-05-18 17:22:40 [INFO] Preparing spawn area: 48%
2022-05-18 17:22:41 [INFO] Preparing spawn area: 52%
2022-05-18 17:22:42 [INFO] Preparing spawn area: 52%
2022-05-18 17:22:43 [INFO] Preparing spawn area: 57%
2022-05-18 17:22:44 [INFO] Preparing spawn area: 60%
2022-05-18 17:22:45 [INFO] Preparing spawn area: 61%
2022-05-18 17:22:47 [INFO] Preparing spawn area: 61%
2022-05-18 17:22:48 [INFO] Preparing spawn area: 65%
2022-05-18 17:22:49 [INFO] Preparing spawn area: 65%
2022-05-18 17:22:51 [INFO] Preparing spawn area: 69%
2022-05-18 17:22:52 [INFO] Preparing spawn area: 69%
2022-05-18 17:22:53 [INFO] Preparing spawn area: 73%
2022-05-18 17:22:54 [INFO] Preparing spawn area: 73%
2022-05-18 17:22:55 [INFO] Preparing spawn area: 73%
2022-05-18 17:22:57 [INFO] Preparing spawn area: 77%
2022-05-18 17:22:58 [INFO] Preparing spawn area: 81%
2022-05-18 17:22:59 [INFO] Preparing spawn area: 85%
2022-05-18 17:23:00 [INFO] Preparing spawn area: 89%
2022-05-18 17:23:02 [INFO] Preparing spawn area: 89%
2022-05-18 17:23:03 [INFO] Preparing spawn area: 93%
2022-05-18 17:23:04 [INFO] Preparing spawn area: 93%
2022-05-18 17:23:05 [INFO] Preparing spawn area: 97%
2022-05-18 17:23:06 [INFO] Preparing spawn area: 97%
2022-05-18 17:23:07 [INFO] Done (198019685237ns)! For help, type "help" or "?"
2022-05-18 17:24:02 [INFO] garretthoward [/192.168.1.100:43374] logged in with entity id 16 at (-8.5, 138.62000000476837, 7.5)
2022-05-18 17:24:07 [WARNING] Can't keep up! Did the system time change, or is the server overloaded?
2022-05-18 17:24:10 [WARNING] Can't keep up! Did the system time change, or is the server overloaded?
2022-05-18 17:24:14 [WARNING] Can't keep up! Did the system time change, or is the server overloaded?
2022-05-18 17:24:18 [WARNING] Can't keep up! Did the system time change, or is the server overloaded?
2022-05-18 17:24:20 [INFO] garretthoward lost connection: disconnect.quitting
2022-05-18 17:24:23 [WARNING] Can't keep up! Did the system time change, or is the server overloaded?
2022-05-18 17:24:26 [INFO] Stopping Server!
2022-05-18 17:24:27 [INFO] §7Console: Stopping Server!
2022-05-18 17:24:33 [INFO] Stopping server
2022-05-18 17:24:33 [INFO] Saving chunks
2022-05-18 17:26:28 [INFO] Starting minecraft server version Beta 1.7.6.2_01
2022-05-18 17:26:28 [INFO] Loading properties
2022-05-18 17:26:28 [INFO] Starting Minecraft server on *:25565
2022-05-18 17:26:28 [INFO] Preparing level "world"
2022-05-18 17:26:32 [INFO] Preparing start region for level 0
2022-05-18 17:26:33 [INFO] Preparing spawn area: 3%
2022-05-18 17:26:34 [INFO] Preparing spawn area: 4%
2022-05-18 17:26:35 [INFO] Preparing spawn area: 4%
2022-05-18 17:26:36 [INFO] Preparing spawn area: 8%
2022-05-18 17:26:37 [INFO] Preparing spawn area: 8%
2022-05-18 17:26:38 [INFO] Preparing spawn area: 12%
2022-05-18 17:26:39 [INFO] Preparing spawn area: 16%
2022-05-18 17:26:40 [INFO] Preparing spawn area: 16%
2022-05-18 17:26:41 [INFO] Preparing spawn area: 20%
2022-05-18 17:26:42 [INFO] Preparing spawn area: 20%
2022-05-18 17:26:43 [INFO] Preparing spawn area: 24%
2022-05-18 17:26:44 [INFO] Preparing spawn area: 24%
2022-05-18 17:26:46 [INFO] Preparing spawn area: 28%
2022-05-18 17:26:47 [INFO] Preparing spawn area: 28%
2022-05-18 17:26:48 [INFO] Preparing spawn area: 32%
2022-05-18 17:26:49 [INFO] Preparing spawn area: 32%
2022-05-18 17:26:50 [INFO] Preparing spawn area: 36%
2022-05-18 17:26:51 [INFO] Preparing spawn area: 36%
2022-05-18 17:26:52 [INFO] Preparing spawn area: 40%
2022-05-18 17:26:53 [INFO] Preparing spawn area: 40%
2022-05-18 17:26:54 [INFO] Preparing spawn area: 44%
2022-05-18 17:26:55 [INFO] Preparing spawn area: 48%
2022-05-18 17:26:56 [INFO] Preparing spawn area: 48%
2022-05-18 17:26:57 [INFO] Preparing spawn area: 52%
2022-05-18 17:26:58 [INFO] Preparing spawn area: 56%
2022-05-18 17:27:00 [INFO] Preparing spawn area: 56%
2022-05-18 17:27:01 [INFO] Preparing spawn area: 60%
2022-05-18 17:27:02 [INFO] Preparing spawn area: 65%
2022-05-18 17:27:03 [INFO] Preparing spawn area: 69%
2022-05-18 17:27:04 [INFO] Preparing spawn area: 73%
2022-05-18 17:27:05 [INFO] Preparing spawn area: 73%
2022-05-18 17:27:06 [INFO] Preparing spawn area: 73%
2022-05-18 17:27:07 [INFO] Preparing spawn area: 77%
2022-05-18 17:27:08 [INFO] Preparing spawn area: 81%
2022-05-18 17:27:09 [INFO] Preparing spawn area: 85%
2022-05-18 17:27:10 [INFO] Preparing spawn area: 85%
2022-05-18 17:27:11 [INFO] Preparing spawn area: 89%
2022-05-18 17:27:12 [INFO] Preparing spawn area: 89%
2022-05-18 17:27:13 [INFO] Preparing spawn area: 93%
2022-05-18 17:27:14 [INFO] Preparing spawn area: 93%
2022-05-18 17:27:15 [INFO] Preparing spawn area: 97%
2022-05-18 17:27:16 [INFO] Preparing start region for level 1
2022-05-18 17:27:16 [INFO] Preparing spawn area: 3%
2022-05-18 17:27:18 [INFO] Preparing spawn area: 4%
2022-05-18 17:27:20 [INFO] Preparing spawn area: 4%
2022-05-18 17:27:21 [INFO] Preparing spawn area: 8%
2022-05-18 17:27:22 [INFO] Preparing spawn area: 8%
2022-05-18 17:27:25 [INFO] Preparing spawn area: 8%
2022-05-18 17:27:26 [INFO] Preparing spawn area: 12%
2022-05-18 17:27:27 [INFO] Preparing spawn area: 12%
2022-05-18 17:27:28 [INFO] Preparing spawn area: 12%
2022-05-18 17:27:30 [INFO] Preparing spawn area: 16%
2022-05-18 17:27:31 [INFO] Preparing spawn area: 16%
2022-05-18 17:27:32 [INFO] Preparing spawn area: 16%
2022-05-18 17:27:33 [INFO] Preparing spawn area: 20%
2022-05-18 17:27:34 [INFO] Preparing spawn area: 20%
2022-05-18 17:27:35 [INFO] Preparing spawn area: 20%
2022-05-18 17:27:36 [INFO] Preparing spawn area: 24%
2022-05-18 17:27:37 [INFO] Preparing spawn area: 28%
2022-05-18 17:27:39 [INFO] Preparing spawn area: 28%
2022-05-18 17:27:40 [INFO] Preparing spawn area: 32%
2022-05-18 17:27:41 [INFO] Preparing spawn area: 36%
2022-05-18 17:27:42 [INFO] Preparing spawn area: 36%
2022-05-18 17:27:43 [INFO] Preparing spawn area: 40%
2022-05-18 17:27:44 [INFO] Preparing spawn area: 40%
2022-05-18 17:27:46 [INFO] Preparing spawn area: 44%
2022-05-18 17:27:47 [INFO] Preparing spawn area: 44%
2022-05-18 17:27:48 [INFO] Preparing spawn area: 48%
2022-05-18 17:27:49 [INFO] Preparing spawn area: 48%
2022-05-18 17:27:50 [INFO] Preparing spawn area: 52%
2022-05-18 17:27:51 [INFO] Preparing spawn area: 52%
2022-05-18 17:27:54 [INFO] Preparing spawn area: 53%
2022-05-18 17:27:56 [INFO] Preparing spawn area: 56%
2022-05-18 17:27:57 [INFO] Preparing spawn area: 57%
2022-05-18 17:27:58 [INFO] Preparing spawn area: 60%
2022-05-18 17:28:00 [INFO] Preparing spawn area: 61%
2022-05-18 17:28:01 [INFO] Preparing spawn area: 61%
2022-05-18 17:28:02 [INFO] Preparing spawn area: 65%
2022-05-18 17:28:04 [INFO] Preparing spawn area: 65%
2022-05-18 17:28:05 [INFO] Preparing spawn area: 69%
2022-05-18 17:28:06 [INFO] Preparing spawn area: 69%
2022-05-18 17:28:07 [INFO] Preparing spawn area: 69%
2022-05-18 17:28:09 [INFO] Preparing spawn area: 73%
2022-05-18 17:28:10 [INFO] Preparing spawn area: 73%
2022-05-18 17:28:11 [INFO] Preparing spawn area: 77%
2022-05-18 17:28:12 [INFO] Preparing spawn area: 77%
2022-05-18 17:28:14 [INFO] Preparing spawn area: 77%
2022-05-18 17:28:15 [INFO] Preparing spawn area: 81%
2022-05-18 17:28:16 [INFO] Preparing spawn area: 81%
2022-05-18 17:28:18 [INFO] Preparing spawn area: 81%
2022-05-18 17:28:19 [INFO] Preparing spawn area: 81%
2022-05-18 17:28:20 [INFO] Preparing spawn area: 85%
2022-05-18 17:28:21 [INFO] Preparing spawn area: 85%
2022-05-18 17:28:22 [INFO] Preparing spawn area: 89%
2022-05-18 17:28:23 [INFO] Preparing spawn area: 93%
2022-05-18 17:28:24 [INFO] Preparing spawn area: 97%
2022-05-18 17:28:25 [INFO] Preparing spawn area: 97%
2022-05-18 17:28:26 [INFO] Preparing start region for level 2
2022-05-18 17:28:26 [INFO] Preparing spawn area: 0%
2022-05-18 17:28:28 [INFO] Preparing spawn area: 3%
2022-05-18 17:28:29 [INFO] Preparing spawn area: 12%
2022-05-18 17:28:30 [INFO] Preparing spawn area: 12%
2022-05-18 17:28:31 [INFO] Preparing spawn area: 16%
2022-05-18 17:28:32 [INFO] Preparing spawn area: 20%
2022-05-18 17:28:33 [INFO] Preparing spawn area: 20%
2022-05-18 17:28:34 [INFO] Preparing spawn area: 28%
2022-05-18 17:28:35 [INFO] Preparing spawn area: 28%
2022-05-18 17:28:37 [INFO] Preparing spawn area: 36%
2022-05-18 17:28:38 [INFO] Preparing spawn area: 40%
2022-05-18 17:28:39 [INFO] Preparing spawn area: 40%
2022-05-18 17:28:40 [INFO] Preparing spawn area: 44%
2022-05-18 17:28:41 [INFO] Preparing spawn area: 48%
2022-05-18 17:28:43 [INFO] Preparing spawn area: 48%
2022-05-18 17:28:44 [INFO] Preparing spawn area: 52%
2022-05-18 17:28:45 [INFO] Preparing spawn area: 52%
2022-05-18 17:28:46 [INFO] Preparing spawn area: 57%
2022-05-18 17:28:47 [INFO] Preparing spawn area: 61%
2022-05-18 17:28:48 [INFO] Preparing spawn area: 65%
2022-05-18 17:28:49 [INFO] Preparing spawn area: 69%
2022-05-18 17:28:50 [INFO] Preparing spawn area: 77%
2022-05-18 17:28:51 [INFO] Preparing spawn area: 77%
2022-05-18 17:28:53 [INFO] Preparing spawn area: 81%
2022-05-18 17:28:55 [INFO] Preparing spawn area: 85%
2022-05-18 17:28:56 [INFO] Preparing spawn area: 89%
2022-05-18 17:28:57 [INFO] Preparing spawn area: 93%
2022-05-18 17:28:58 [INFO] Preparing spawn area: 97%
2022-05-18 17:28:59 [INFO] Done (150837475668ns)! For help, type "help" or "?"
2022-05-18 17:28:59 [INFO] /192.168.1.100:43376 lost connection
2022-05-18 17:28:59 [INFO] /207.244.236.144:3700 lost connection
2022-05-18 17:42:52 [INFO] garretthoward [/192.168.1.100:43378] logged in with entity id 16 at (260.5, 130.62000000476837, 229.5)
2022-05-18 17:43:01 [INFO] garretthoward lost connection: disconnect.quitting
2022-05-18 17:44:40 [INFO] Disconnecting /154.21.212.235:36584: Protocol error
2022-05-18 17:44:40 [INFO] /154.21.212.235:36584 lost connection
2022-05-18 17:48:16 [INFO] /207.244.236.144:18010 lost connection
2022-05-18 17:50:17 [INFO] garretthoward [/192.168.1.100:43380] logged in with entity id 555 at (267.57848651538956, 136.0, 212.5277896446817)
2022-05-18 17:52:30 [INFO] garretthoward lost connection: disconnect.quitting
2022-05-18 17:52:31 [INFO] Stopping Server!
2022-05-18 17:52:31 [INFO] §7Console: Stopping Server!
2022-05-18 17:52:33 [INFO] Stopping server
2022-05-18 17:52:33 [INFO] Saving chunks
2022-05-18 17:53:46 [INFO] Starting minecraft server version Beta 1.7.6.2_01
2022-05-18 17:53:46 [INFO] Loading properties
2022-05-18 17:53:46 [INFO] Starting Minecraft server on *:25565
2022-05-18 17:53:46 [INFO] Preparing level "world"
2022-05-18 17:53:47 [INFO] Preparing start region for level 0
2022-05-18 17:53:48 [INFO] Preparing spawn area: 0%
2022-05-18 17:53:49 [INFO] Preparing spawn area: 0%
2022-05-18 17:53:50 [INFO] Preparing spawn area: 3%
2022-05-18 17:53:51 [INFO] Preparing spawn area: 4%
2022-05-18 17:53:52 [INFO] Preparing spawn area: 4%
2022-05-18 17:53:54 [INFO] Preparing spawn area: 8%
2022-05-18 17:53:55 [INFO] Preparing spawn area: 8%
2022-05-18 17:53:56 [INFO] Preparing spawn area: 12%
2022-05-18 17:53:57 [INFO] Preparing spawn area: 12%
2022-05-18 17:53:58 [INFO] Preparing spawn area: 12%
2022-05-18 17:53:59 [INFO] Preparing spawn area: 16%
2022-05-18 17:54:00 [INFO] Preparing spawn area: 16%
2022-05-18 17:54:01 [INFO] Preparing spawn area: 20%
2022-05-18 17:54:02 [INFO] Preparing spawn area: 20%
2022-05-18 17:54:03 [INFO] Preparing spawn area: 24%
2022-05-18 17:54:04 [INFO] Preparing spawn area: 28%
2022-05-18 17:54:05 [INFO] Preparing spawn area: 28%
2022-05-18 17:54:06 [INFO] Preparing spawn area: 32%
2022-05-18 17:54:08 [INFO] Preparing spawn area: 32%
2022-05-18 17:54:09 [INFO] Preparing spawn area: 32%
2022-05-18 17:54:10 [INFO] Preparing spawn area: 36%
2022-05-18 17:54:11 [INFO] Preparing spawn area: 36%
2022-05-18 17:54:12 [INFO] Preparing spawn area: 40%
2022-05-18 17:54:13 [INFO] Preparing spawn area: 40%
2022-05-18 17:54:14 [INFO] Preparing spawn area: 44%
2022-05-18 17:54:15 [INFO] Preparing spawn area: 44%
2022-05-18 17:54:16 [INFO] Preparing spawn area: 48%
2022-05-18 17:54:17 [INFO] Preparing spawn area: 48%
2022-05-18 17:54:18 [INFO] Preparing spawn area: 52%
2022-05-18 17:54:19 [INFO] Preparing spawn area: 56%
2022-05-18 17:54:20 [INFO] Preparing spawn area: 57%
2022-05-18 17:54:21 [INFO] Preparing spawn area: 61%
2022-05-18 17:54:22 [INFO] Preparing spawn area: 65%
2022-05-18 17:54:23 [INFO] Preparing spawn area: 65%
2022-05-18 17:54:24 [INFO] Preparing spawn area: 65%
2022-05-18 17:54:25 [INFO] Preparing spawn area: 69%
2022-05-18 17:54:26 [INFO] Preparing spawn area: 69%
2022-05-18 17:54:27 [INFO] Preparing spawn area: 73%
2022-05-18 17:54:29 [INFO] Preparing spawn area: 73%
2022-05-18 17:54:30 [INFO] Preparing spawn area: 77%
2022-05-18 17:54:31 [INFO] Preparing spawn area: 77%
2022-05-18 17:54:32 [INFO] Preparing spawn area: 81%
2022-05-18 17:54:33 [INFO] Preparing spawn area: 81%
2022-05-18 17:54:34 [INFO] Preparing spawn area: 81%
2022-05-18 17:54:35 [INFO] Preparing spawn area: 85%
2022-05-18 17:54:36 [INFO] Preparing spawn area: 85%
2022-05-18 17:54:38 [INFO] Preparing spawn area: 89%
2022-05-18 17:54:39 [INFO] Preparing spawn area: 89%
2022-05-18 17:54:40 [INFO] Preparing spawn area: 93%
2022-05-18 17:54:41 [INFO] Preparing spawn area: 93%
2022-05-18 17:54:42 [INFO] Preparing spawn area: 97%
2022-05-18 17:54:43 [INFO] Preparing start region for level 1
2022-05-18 17:54:43 [INFO] Preparing spawn area: 0%
2022-05-18 17:54:44 [INFO] Preparing spawn area: 3%
2022-05-18 17:54:45 [INFO] Preparing spawn area: 4%
2022-05-18 17:54:46 [INFO] Preparing spawn area: 4%
2022-05-18 17:54:47 [INFO] Preparing spawn area: 8%
2022-05-18 17:54:48 [INFO] Preparing spawn area: 8%
2022-05-18 17:54:49 [INFO] Preparing spawn area: 16%
2022-05-18 17:54:51 [INFO] Preparing spawn area: 24%
2022-05-18 17:54:52 [INFO] Preparing spawn area: 36%
2022-05-18 17:54:53 [INFO] Preparing spawn area: 44%
2022-05-18 17:54:54 [INFO] Preparing spawn area: 65%
2022-05-18 17:54:55 [INFO] Preparing spawn area: 85%
2022-05-18 17:54:56 [INFO] Preparing spawn area: 93%
2022-05-18 17:54:57 [INFO] Preparing spawn area: 97%
2022-05-18 17:54:57 [INFO] Preparing start region for level 2
2022-05-18 17:54:58 [INFO] Preparing spawn area: 32%
2022-05-18 17:54:59 [INFO] Done (72263220391ns)! For help, type "help" or "?"
2022-05-18 17:55:46 [INFO] garretthoward [/192.168.1.100:43382] logged in with entity id 15 at (310.5427960838275, 128.0, 198.0600578463096)
2022-05-18 17:55:49 [WARNING] Can't keep up! Did the system time change, or is the server overloaded?
2022-05-18 17:55:52 [WARNING] Can't keep up! Did the system time change, or is the server overloaded?
2022-05-18 17:55:54 [INFO] Stopping Server!
2022-05-18 17:55:54 [INFO] §7Console: Stopping Server!
2022-05-18 17:55:57 [INFO] Stopping server
2022-05-18 17:55:57 [INFO] Saving chunks
2022-05-18 17:56:10 [INFO] Starting minecraft server version Beta 1.7.6.2_01
2022-05-18 17:56:10 [INFO] Loading properties
2022-05-18 17:56:10 [INFO] Starting Minecraft server on *:25565
2022-05-18 17:56:10 [INFO] Preparing level "world"
2022-05-18 17:56:10 [INFO] Preparing start region for level 0
2022-05-18 17:56:11 [INFO] Preparing spawn area: 24%
2022-05-18 17:56:12 [INFO] Preparing spawn area: 69%
2022-05-18 17:56:13 [INFO] Preparing start region for level 1
2022-05-18 17:56:13 [INFO] Preparing spawn area: 8%
2022-05-18 17:56:14 [INFO] Preparing spawn area: 44%
2022-05-18 17:56:15 [INFO] Preparing spawn area: 81%
2022-05-18 17:56:16 [INFO] Preparing start region for level 2
2022-05-18 17:56:17 [INFO] Preparing spawn area: 24%
2022-05-18 17:56:18 [INFO] Preparing spawn area: 56%
2022-05-18 17:56:19 [INFO] Preparing spawn area: 85%
2022-05-18 17:56:19 [INFO] Done (8807530454ns)! For help, type "help" or "?"
2022-05-18 17:57:30 [INFO] garretthoward [/192.168.1.100:43384] logged in with entity id 6 at (311.3642030818601, 128.0, 196.91440180618534)
2022-05-18 17:58:16 [INFO] §8Commands: §0tp, tell, give, help, weather, summon, time, clear, seed, gamemode, setworldspawn, spawn, setblock, kill, generate, stop, op, deop, list, difficulty, color, nickname, whois, score, me
2022-05-18 17:58:39 [INFO] Player garretthoward used command: /nickname
2022-05-18 18:00:21 [INFO] Disconnecting /154.21.212.235:56776: Protocol error
2022-05-18 18:00:21 [INFO] /154.21.212.235:56776 lost connection
2022-05-18 18:02:52 [WARNING] Can't keep up! Did the system time change, or is the server overloaded?
2022-05-18 18:03:00 [WARNING] Can't keep up! Did the system time change, or is the server overloaded?
2022-05-18 18:03:07 [WARNING] Can't keep up! Did the system time change, or is the server overloaded?
2022-05-18 18:06:20 [INFO] Player garretthoward tried command: /kill
